"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Each required field on checkout step one is enforced with its own message.","389","incompleteDetailsAreRejected","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","incompleteDetailsAreRejected"
"The catalogue shows the full set of six products, each with a price.","556","allProductsAreListed","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","allProductsAreListed"
"Cancelling step one returns to the cart with the products intact.","725","cancellingTheFormReturnsToTheCart","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","cancellingTheFormReturnsToTheCart"
"Any product added from the listing appears in the cart with quantity one.","816","addedProductAppearsInTheCart","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","addedProductAppearsInTheCart"
"The displayed total is the item total plus the tax line - the arithmetic a customer would check on the invoice.","450","totalIsItemTotalPlusTax","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","totalIsItemTotalPlusTax"
"Every invalid combination is refused with a message that explains why.","420","invalidCredentialsAreRejected","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","invalidCredentialsAreRejected"
"A read stays inside a coarse response-time budget - a cheap early warning that something has slowed down.","127","readStaysWithinTheResponseTimeBudget","SauceDemo API","2026-09-24","passed","2026-09-24","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","readStaysWithinTheResponseTimeBudget"
"Name A-Z is the default ordering when the page first loads.","837","productsAreSortedByNameByDefault","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","productsAreSortedByNameByDefault"
"The end-to-end happy path: sign in, add two products, check out, confirm.","640","customerCanCompleteAnOrder","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","customerCanCompleteAnOrder"
"Any product added from the listing appears in the cart with quantity one.","636","addedProductAppearsInTheCart","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","addedProductAppearsInTheCart"
"Removing a line from the cart page updates both the list and the badge.","1093","removingFromTheCartUpdatesTheBadge","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","removingFromTheCartUpdatesTheBadge"
"Each required field on checkout step one is enforced with its own message.","472","incompleteDetailsAreRejected","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","incompleteDetailsAreRejected"
"The locked-out account is refused even with the correct password.","640","lockedOutUserCannotSignIn","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","lockedOutUserCannotSignIn"
"Every invalid combination is refused with a message that explains why.","532","invalidCredentialsAreRejected","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","invalidCredentialsAreRejected"
"Every invalid combination is refused with a message that explains why.","499","invalidCredentialsAreRejected","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","invalidCredentialsAreRejected"
"Signing out returns the user to the login screen.","1369","userCanSignOut","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","userCanSignOut"
"The details page shows the same name, description and price as the listing.","810","productDetailsMatchTheListing","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","productDetailsMatchTheListing"
"Choosing Price (low to high) orders the catalogue by ascending price.","535","productsCanBeSortedByPriceAscending","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","productsCanBeSortedByPriceAscending"
"The standard account signs in and lands on the product list.","663","standardUserCanSignIn","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","standardUserCanSignIn"
"Adding a product flips its button to Remove and increments the cart badge.","449","addingAProductUpdatesButtonAndBadge","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","addingAProductUpdatesButtonAndBadge"
"Every invalid combination is refused with a message that explains why.","907","invalidCredentialsAreRejected","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","invalidCredentialsAreRejected"
"Reset App State from the burger menu empties the cart.","1144","resetAppStateEmptiesTheCart","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","resetAppStateEmptiesTheCart"
"Nested resources are reachable and belong to their parent.","3032","postsForAUserAllBelongToThatUser","SauceDemo API","2026-09-24","passed","2026-09-24","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","postsForAUserAllBelongToThatUser"
"Choosing Price (high to low) orders the catalogue by descending price.","698","productsCanBeSortedByPriceDescending","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","productsCanBeSortedByPriceDescending"
"The error banner can be dismissed with its close button.","912","errorBannerCanBeDismissed","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","errorBannerCanBeDismissed"
"A query parameter filters the collection and every row matches the filter.","3000","commentsCanBeFilteredByPost","SauceDemo API","2026-09-24","passed","2026-09-24","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","commentsCanBeFilteredByPost"
"The badge counts every product added, and the cart lists them all.","1070","badgeCountsEveryAddedProduct","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","badgeCountsEveryAddedProduct"
"The users collection is non-empty and every entry carries an email address.","132","usersCollectionIsWellFormed","SauceDemo API","2026-09-24","passed","2026-09-24","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","usersCollectionIsWellFormed"
"Every invalid combination is refused with a message that explains why.","459","invalidCredentialsAreRejected","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","invalidCredentialsAreRejected"
"Removing the last line leaves an empty cart and no badge at all.","610","emptyingTheCartRemovesTheBadge","SauceDemo regression","2026-09-24","passed","2026-09-24","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","emptyingTheCartRemovesTheBadge"
