"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The catalogue shows the full set of six products, each with a price.","1584","allProductsAreListed","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","allProductsAreListed"
"Adding a product flips its button to Remove and increments the cart badge.","510","addingAProductUpdatesButtonAndBadge","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","addingAProductUpdatesButtonAndBadge"
"Requesting the inventory URL directly, with no session, is refused rather than served - a basic broken-access-control check.","1151","inventoryCannotBeReachedWithoutSigningIn","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","inventoryCannotBeReachedWithoutSigningIn"
"A read stays inside a coarse response-time budget - a cheap early warning that something has slowed down.","88","readStaysWithinTheResponseTimeBudget","SauceDemo API","2026-09-20","passed","2026-09-20","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","readStaysWithinTheResponseTimeBudget"
"Each required field on checkout step one is enforced with its own message.","676","incompleteDetailsAreRejected","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","incompleteDetailsAreRejected"
"The end-to-end happy path: sign in, add two products, check out, confirm.","844","customerCanCompleteAnOrder","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","customerCanCompleteAnOrder"
"Every invalid combination is refused with a message that explains why.","947","invalidCredentialsAreRejected","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","invalidCredentialsAreRejected"
"Every invalid combination is refused with a message that explains why.","1155","invalidCredentialsAreRejected","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","invalidCredentialsAreRejected"
"Removing a line from the cart page updates both the list and the badge.","2000","removingFromTheCartUpdatesTheBadge","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","removingFromTheCartUpdatesTheBadge"
"Choosing Price (low to high) orders the catalogue by ascending price.","1050","productsCanBeSortedByPriceAscending","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","productsCanBeSortedByPriceAscending"
"Each required field on checkout step one is enforced with its own message.","717","incompleteDetailsAreRejected","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","incompleteDetailsAreRejected"
"The details page shows the same name, description and price as the listing.","1999","productDetailsMatchTheListing","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","productDetailsMatchTheListing"
"Any product added from the listing appears in the cart with quantity one.","2254","addedProductAppearsInTheCart","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","addedProductAppearsInTheCart"
"The users collection is non-empty and every entry carries an email address.","64","usersCollectionIsWellFormed","SauceDemo API","2026-09-20","passed","2026-09-20","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","usersCollectionIsWellFormed"
"Cancelling the summary returns to the catalogue with the cart intact.","785","cancellingTheSummaryReturnsToTheCatalogue","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","cancellingTheSummaryReturnsToTheCatalogue"
"Removing the last line leaves an empty cart and no badge at all.","1349","emptyingTheCartRemovesTheBadge","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","emptyingTheCartRemovesTheBadge"
"Continue shopping returns to the listing without discarding the cart.","1818","continueShoppingKeepsTheCart","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","continueShoppingKeepsTheCart"
"Adding from the details page updates the cart, and the state survives navigating back to the listing.","1249","addingFromTheDetailsPagePersists","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","addingFromTheDetailsPagePersists"
"Reset App State from the burger menu empties the cart.","1813","resetAppStateEmptiesTheCart","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","resetAppStateEmptiesTheCart"
"Every invalid combination is refused with a message that explains why.","843","invalidCredentialsAreRejected","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","invalidCredentialsAreRejected"
"After an order, Back Home returns to a catalogue with an empty cart.","893","catalogueIsResetAfterAnOrder","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","catalogueIsResetAfterAnOrder"
"The displayed total is the item total plus the tax line - the arithmetic a customer would check on the invoice.","756","totalIsItemTotalPlusTax","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","totalIsItemTotalPlusTax"
"A known post is returned with the expected fields and identifier.","563","singlePostIsReturnedWithTheExpectedShape","SauceDemo API","2026-09-20","passed","2026-09-20","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","singlePostIsReturnedWithTheExpectedShape"
"Cancelling step one returns to the cart with the products intact.","660","cancellingTheFormReturnsToTheCart","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","cancellingTheFormReturnsToTheCart"
"Choosing Price (high to low) orders the catalogue by descending price.","1159","productsCanBeSortedByPriceDescending","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","productsCanBeSortedByPriceDescending"
"Nested resources are reachable and belong to their parent.","2336","postsForAUserAllBelongToThatUser","SauceDemo API","2026-09-20","passed","2026-09-20","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","postsForAUserAllBelongToThatUser"
"The summary lists exactly the products in the cart and its item total equals the sum of their prices.","994","orderSummaryMatchesTheCart","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","orderSummaryMatchesTheCart"
"Removing a product returns its button to Add to cart and clears the badge.","1108","removingAProductClearsTheBadge","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","removingAProductClearsTheBadge"
"The standard account signs in and lands on the product list.","1080","standardUserCanSignIn","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","standardUserCanSignIn"
"Any product added from the listing appears in the cart with quantity one.","1859","addedProductAppearsInTheCart","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","addedProductAppearsInTheCart"
"Any product added from the listing appears in the cart with quantity one.","1486","addedProductAppearsInTheCart","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","addedProductAppearsInTheCart"
"Every invalid combination is refused with a message that explains why.","1082","invalidCredentialsAreRejected","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","invalidCredentialsAreRejected"
"Signing out returns the user to the login screen.","1536","userCanSignOut","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","userCanSignOut"
"Name A-Z is the default ordering when the page first loads.","1654","productsAreSortedByNameByDefault","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","productsAreSortedByNameByDefault"
"The locked-out account is refused even with the correct password.","1362","lockedOutUserCannotSignIn","SauceDemo regression","2026-09-20","passed","2026-09-20","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","lockedOutUserCannotSignIn"
