"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Any product added from the listing appears in the cart with quantity one.","1952","addedProductAppearsInTheCart","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","addedProductAppearsInTheCart"
"Any product added from the listing appears in the cart with quantity one.","1867","addedProductAppearsInTheCart","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","addedProductAppearsInTheCart"
"Each required field on checkout step one is enforced with its own message.","802","incompleteDetailsAreRejected","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","incompleteDetailsAreRejected"
"Every invalid combination is refused with a message that explains why.","792","invalidCredentialsAreRejected","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","invalidCredentialsAreRejected"
"Removing a line from the cart page updates both the list and the badge.","1080","removingFromTheCartUpdatesTheBadge","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","removingFromTheCartUpdatesTheBadge"
"Choosing Name (Z to A) reverses the alphabetical order.","1585","productsCanBeSortedByNameDescending","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","productsCanBeSortedByNameDescending"
"The summary lists exactly the products in the cart and its item total equals the sum of their prices.","961","orderSummaryMatchesTheCart","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","orderSummaryMatchesTheCart"
"The catalogue shows the full set of six products, each with a price.","1220","allProductsAreListed","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","allProductsAreListed"
"Removing the last line leaves an empty cart and no badge at all.","704","emptyingTheCartRemovesTheBadge","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","emptyingTheCartRemovesTheBadge"
"Every invalid combination is refused with a message that explains why.","528","invalidCredentialsAreRejected","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","invalidCredentialsAreRejected"
"The badge counts every product added, and the cart lists them all.","2131","badgeCountsEveryAddedProduct","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","badgeCountsEveryAddedProduct"
"Every invalid combination is refused with a message that explains why.","661","invalidCredentialsAreRejected","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","invalidCredentialsAreRejected"
"The users collection is non-empty and every entry carries an email address.","66","usersCollectionIsWellFormed","SauceDemo API","2026-09-18","passed","2026-09-18","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","usersCollectionIsWellFormed"
"Each required field on checkout step one is enforced with its own message.","784","incompleteDetailsAreRejected","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","incompleteDetailsAreRejected"
"The details page shows the same name, description and price as the listing.","1811","productDetailsMatchTheListing","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","productDetailsMatchTheListing"
"Nested resources are reachable and belong to their parent.","2387","postsForAUserAllBelongToThatUser","SauceDemo API","2026-09-18","passed","2026-09-18","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","postsForAUserAllBelongToThatUser"
"Choosing Price (high to low) orders the catalogue by descending price.","1300","productsCanBeSortedByPriceDescending","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","productsCanBeSortedByPriceDescending"
"Continue shopping returns to the listing without discarding the cart.","930","continueShoppingKeepsTheCart","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","continueShoppingKeepsTheCart"
"Reset App State from the burger menu empties the cart.","1466","resetAppStateEmptiesTheCart","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","resetAppStateEmptiesTheCart"
"Any product added from the listing appears in the cart with quantity one.","1132","addedProductAppearsInTheCart","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","addedProductAppearsInTheCart"
"Choosing Price (low to high) orders the catalogue by ascending price.","1665","productsCanBeSortedByPriceAscending","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","productsCanBeSortedByPriceAscending"
"A POST echoes the submitted body back with a new identifier and 201 Created.","2397","postCreatesAResource","SauceDemo API","2026-09-18","passed","2026-09-18","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","postCreatesAResource"
"Every invalid combination is refused with a message that explains why.","1260","invalidCredentialsAreRejected","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","invalidCredentialsAreRejected"
"Each required field on checkout step one is enforced with its own message.","764","incompleteDetailsAreRejected","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","incompleteDetailsAreRejected"
"The standard account signs in and lands on the product list.","951","standardUserCanSignIn","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","standardUserCanSignIn"
"The end-to-end happy path: sign in, add two products, check out, confirm.","948","customerCanCompleteAnOrder","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","customerCanCompleteAnOrder"
"A known post is returned with the expected fields and identifier.","412","singlePostIsReturnedWithTheExpectedShape","SauceDemo API","2026-09-18","passed","2026-09-18","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","singlePostIsReturnedWithTheExpectedShape"
"Any product added from the listing appears in the cart with quantity one.","1486","addedProductAppearsInTheCart","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","addedProductAppearsInTheCart"
"A read stays inside a coarse response-time budget - a cheap early warning that something has slowed down.","109","readStaysWithinTheResponseTimeBudget","SauceDemo API","2026-09-18","passed","2026-09-18","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","readStaysWithinTheResponseTimeBudget"
"A query parameter filters the collection and every row matches the filter.","2356","commentsCanBeFilteredByPost","SauceDemo API","2026-09-18","passed","2026-09-18","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","commentsCanBeFilteredByPost"
"Cancelling step one returns to the cart with the products intact.","740","cancellingTheFormReturnsToTheCart","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","cancellingTheFormReturnsToTheCart"
"The locked-out account is refused even with the correct password.","1220","lockedOutUserCannotSignIn","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","lockedOutUserCannotSignIn"
"Adding a product flips its button to Remove and increments the cart badge.","857","addingAProductUpdatesButtonAndBadge","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","addingAProductUpdatesButtonAndBadge"
"A request for a resource that does not exist is answered with 404, not 200.","1696","missingResourceReturnsNotFound","SauceDemo API","2026-09-18","passed","2026-09-18","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","missingResourceReturnsNotFound"
"Removing a product returns its button to Add to cart and clears the badge.","944","removingAProductClearsTheBadge","SauceDemo regression","2026-09-18","passed","2026-09-18","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","removingAProductClearsTheBadge"
