"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The locked-out account is refused even with the correct password.","1032","lockedOutUserCannotSignIn","SauceDemo regression","2026-09-21","passed","2026-09-21","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","lockedOutUserCannotSignIn"
"Removing a line from the cart page updates both the list and the badge.","1750","removingFromTheCartUpdatesTheBadge","SauceDemo regression","2026-09-21","passed","2026-09-21","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","removingFromTheCartUpdatesTheBadge"
"The standard account signs in and lands on the product list.","1278","standardUserCanSignIn","SauceDemo regression","2026-09-21","passed","2026-09-21","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","standardUserCanSignIn"
"Continue shopping returns to the listing without discarding the cart.","2119","continueShoppingKeepsTheCart","SauceDemo regression","2026-09-21","passed","2026-09-21","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","continueShoppingKeepsTheCart"
"Adding from the details page updates the cart, and the state survives navigating back to the listing.","1702","addingFromTheDetailsPagePersists","SauceDemo regression","2026-09-21","passed","2026-09-21","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","addingFromTheDetailsPagePersists"
"Signing out returns the user to the login screen.","1299","userCanSignOut","SauceDemo regression","2026-09-21","passed","2026-09-21","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","userCanSignOut"
"The details page shows the same name, description and price as the listing.","2299","productDetailsMatchTheListing","SauceDemo regression","2026-09-21","passed","2026-09-21","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","productDetailsMatchTheListing"
"Nested resources are reachable and belong to their parent.","2917","postsForAUserAllBelongToThatUser","SauceDemo API","2026-09-21","passed","2026-09-21","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","postsForAUserAllBelongToThatUser"
"Reset App State from the burger menu empties the cart.","2127","resetAppStateEmptiesTheCart","SauceDemo regression","2026-09-21","passed","2026-09-21","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","resetAppStateEmptiesTheCart"
"Every invalid combination is refused with a message that explains why.","684","invalidCredentialsAreRejected","SauceDemo regression","2026-09-21","passed","2026-09-21","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","invalidCredentialsAreRejected"
"The summary lists exactly the products in the cart and its item total equals the sum of their prices.","981","orderSummaryMatchesTheCart","SauceDemo regression","2026-09-21","passed","2026-09-21","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","orderSummaryMatchesTheCart"
