"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Name A-Z is the default ordering when the page first loads.","1223","productsAreSortedByNameByDefault","SauceDemo regression","2026-09-17","passed","2026-09-17","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","productsAreSortedByNameByDefault"
"Choosing Price (low to high) orders the catalogue by ascending price.","1774","productsCanBeSortedByPriceAscending","SauceDemo regression","2026-09-17","passed","2026-09-17","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","productsCanBeSortedByPriceAscending"
"The catalogue shows the full set of six products, each with a price.","746","allProductsAreListed","SauceDemo regression","2026-09-17","passed","2026-09-17","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","allProductsAreListed"
"The summary lists exactly the products in the cart and its item total equals the sum of their prices.","926","orderSummaryMatchesTheCart","SauceDemo regression","2026-09-17","passed","2026-09-17","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","orderSummaryMatchesTheCart"
"Adding from the details page updates the cart, and the state survives navigating back to the listing.","1932","addingFromTheDetailsPagePersists","SauceDemo regression","2026-09-17","passed","2026-09-17","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","addingFromTheDetailsPagePersists"
"A POST echoes the submitted body back with a new identifier and 201 Created.","3077","postCreatesAResource","SauceDemo API","2026-09-17","passed","2026-09-17","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","postCreatesAResource"
"Every invalid combination is refused with a message that explains why.","1298","invalidCredentialsAreRejected","SauceDemo regression","2026-09-17","passed","2026-09-17","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","invalidCredentialsAreRejected"
"Each required field on checkout step one is enforced with its own message.","599","incompleteDetailsAreRejected","SauceDemo regression","2026-09-17","passed","2026-09-17","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","incompleteDetailsAreRejected"
"Every invalid combination is refused with a message that explains why.","961","invalidCredentialsAreRejected","SauceDemo regression","2026-09-17","passed","2026-09-17","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","invalidCredentialsAreRejected"
"Requesting the inventory URL directly, with no session, is refused rather than served - a basic broken-access-control check.","799","inventoryCannotBeReachedWithoutSigningIn","SauceDemo regression","2026-09-17","passed","2026-09-17","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","inventoryCannotBeReachedWithoutSigningIn"
"Cancelling step one returns to the cart with the products intact.","859","cancellingTheFormReturnsToTheCart","SauceDemo regression","2026-09-17","passed","2026-09-17","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","cancellingTheFormReturnsToTheCart"
"Adding a product flips its button to Remove and increments the cart badge.","605","addingAProductUpdatesButtonAndBadge","SauceDemo regression","2026-09-17","passed","2026-09-17","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","addingAProductUpdatesButtonAndBadge"
"The locked-out account is refused even with the correct password.","991","lockedOutUserCannotSignIn","SauceDemo regression","2026-09-17","passed","2026-09-17","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","lockedOutUserCannotSignIn"
"The users collection is non-empty and every entry carries an email address.","150","usersCollectionIsWellFormed","SauceDemo API","2026-09-17","passed","2026-09-17","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","usersCollectionIsWellFormed"
"Any product added from the listing appears in the cart with quantity one.","1348","addedProductAppearsInTheCart","SauceDemo regression","2026-09-17","passed","2026-09-17","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","addedProductAppearsInTheCart"
"Any product added from the listing appears in the cart with quantity one.","1971","addedProductAppearsInTheCart","SauceDemo regression","2026-09-17","passed","2026-09-17","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","addedProductAppearsInTheCart"
"Every invalid combination is refused with a message that explains why.","1133","invalidCredentialsAreRejected","SauceDemo regression","2026-09-17","passed","2026-09-17","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","invalidCredentialsAreRejected"
"A read stays inside a coarse response-time budget - a cheap early warning that something has slowed down.","136","readStaysWithinTheResponseTimeBudget","SauceDemo API","2026-09-17","passed","2026-09-17","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","readStaysWithinTheResponseTimeBudget"
"Cancelling the summary returns to the catalogue with the cart intact.","693","cancellingTheSummaryReturnsToTheCatalogue","SauceDemo regression","2026-09-17","passed","2026-09-17","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","cancellingTheSummaryReturnsToTheCatalogue"
"Choosing Name (Z to A) reverses the alphabetical order.","1869","productsCanBeSortedByNameDescending","SauceDemo regression","2026-09-17","passed","2026-09-17","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","productsCanBeSortedByNameDescending"
"The details page shows the same name, description and price as the listing.","1823","productDetailsMatchTheListing","SauceDemo regression","2026-09-17","passed","2026-09-17","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","productDetailsMatchTheListing"
"The end-to-end happy path: sign in, add two products, check out, confirm.","715","customerCanCompleteAnOrder","SauceDemo regression","2026-09-17","passed","2026-09-17","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","customerCanCompleteAnOrder"
"A query parameter filters the collection and every row matches the filter.","3023","commentsCanBeFilteredByPost","SauceDemo API","2026-09-17","passed","2026-09-17","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","commentsCanBeFilteredByPost"
"The badge counts every product added, and the cart lists them all.","1999","badgeCountsEveryAddedProduct","SauceDemo regression","2026-09-17","passed","2026-09-17","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","badgeCountsEveryAddedProduct"
"Removing a line from the cart page updates both the list and the badge.","1147","removingFromTheCartUpdatesTheBadge","SauceDemo regression","2026-09-17","passed","2026-09-17","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","removingFromTheCartUpdatesTheBadge"
"Removing the last line leaves an empty cart and no badge at all.","937","emptyingTheCartRemovesTheBadge","SauceDemo regression","2026-09-17","passed","2026-09-17","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","emptyingTheCartRemovesTheBadge"
