"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The details page shows the same name, description and price as the listing.","1056","productDetailsMatchTheListing","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","productDetailsMatchTheListing"
"Continue shopping returns to the listing without discarding the cart.","618","continueShoppingKeepsTheCart","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","continueShoppingKeepsTheCart"
"Requesting the inventory URL directly, with no session, is refused rather than served - a basic broken-access-control check.","766","inventoryCannotBeReachedWithoutSigningIn","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","inventoryCannotBeReachedWithoutSigningIn"
"Nested resources are reachable and belong to their parent.","2869","postsForAUserAllBelongToThatUser","SauceDemo API","2026-09-26","passed","2026-09-26","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","postsForAUserAllBelongToThatUser"
"Removing a product returns its button to Add to cart and clears the badge.","608","removingAProductClearsTheBadge","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","removingAProductClearsTheBadge"
"The catalogue shows the full set of six products, each with a price.","698","allProductsAreListed","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","allProductsAreListed"
"Any product added from the listing appears in the cart with quantity one.","1444","addedProductAppearsInTheCart","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","addedProductAppearsInTheCart"
"A known post is returned with the expected fields and identifier.","715","singlePostIsReturnedWithTheExpectedShape","SauceDemo API","2026-09-26","passed","2026-09-26","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","singlePostIsReturnedWithTheExpectedShape"
"Adding a product flips its button to Remove and increments the cart badge.","1217","addingAProductUpdatesButtonAndBadge","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","addingAProductUpdatesButtonAndBadge"
"A POST echoes the submitted body back with a new identifier and 201 Created.","2879","postCreatesAResource","SauceDemo API","2026-09-26","passed","2026-09-26","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","postCreatesAResource"
"Every invalid combination is refused with a message that explains why.","613","invalidCredentialsAreRejected","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","invalidCredentialsAreRejected"
"Removing the last line leaves an empty cart and no badge at all.","608","emptyingTheCartRemovesTheBadge","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","emptyingTheCartRemovesTheBadge"
"Each required field on checkout step one is enforced with its own message.","459","incompleteDetailsAreRejected","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","incompleteDetailsAreRejected"
"The standard account signs in and lands on the product list.","469","standardUserCanSignIn","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","standardUserCanSignIn"
"A query parameter filters the collection and every row matches the filter.","2798","commentsCanBeFilteredByPost","SauceDemo API","2026-09-26","passed","2026-09-26","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","commentsCanBeFilteredByPost"
"Every invalid combination is refused with a message that explains why.","429","invalidCredentialsAreRejected","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","invalidCredentialsAreRejected"
"Reset App State from the burger menu empties the cart.","1315","resetAppStateEmptiesTheCart","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","resetAppStateEmptiesTheCart"
"Any product added from the listing appears in the cart with quantity one.","1052","addedProductAppearsInTheCart","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","addedProductAppearsInTheCart"
"Cancelling the summary returns to the catalogue with the cart intact.","516","cancellingTheSummaryReturnsToTheCatalogue","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","cancellingTheSummaryReturnsToTheCatalogue"
"Name A-Z is the default ordering when the page first loads.","734","productsAreSortedByNameByDefault","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","productsAreSortedByNameByDefault"
"Cancelling step one returns to the cart with the products intact.","387","cancellingTheFormReturnsToTheCart","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.CheckoutTests","UI regression","com.ore.saucedemo.tests.CheckoutTests","cancellingTheFormReturnsToTheCart"
"Every invalid combination is refused with a message that explains why.","461","invalidCredentialsAreRejected","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","invalidCredentialsAreRejected"
"Every invalid combination is refused with a message that explains why.","813","invalidCredentialsAreRejected","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","invalidCredentialsAreRejected"
"Every invalid combination is refused with a message that explains why.","431","invalidCredentialsAreRejected","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","invalidCredentialsAreRejected"
"Choosing Price (low to high) orders the catalogue by ascending price.","870","productsCanBeSortedByPriceAscending","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.InventoryTests","UI regression","com.ore.saucedemo.tests.InventoryTests","productsCanBeSortedByPriceAscending"
"A request for a resource that does not exist is answered with 404, not 200.","1972","missingResourceReturnsNotFound","SauceDemo API","2026-09-26","passed","2026-09-26","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","missingResourceReturnsNotFound"
"Any product added from the listing appears in the cart with quantity one.","756","addedProductAppearsInTheCart","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","addedProductAppearsInTheCart"
"Signing out returns the user to the login screen.","740","userCanSignOut","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","userCanSignOut"
"The users collection is non-empty and every entry carries an email address.","123","usersCollectionIsWellFormed","SauceDemo API","2026-09-26","passed","2026-09-26","com.ore.saucedemo.api.JsonPlaceholderApiTests","API","com.ore.saucedemo.api.JsonPlaceholderApiTests","usersCollectionIsWellFormed"
"The locked-out account is refused even with the correct password.","1152","lockedOutUserCannotSignIn","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.LoginTests","UI regression","com.ore.saucedemo.tests.LoginTests","lockedOutUserCannotSignIn"
"Removing a line from the cart page updates both the list and the badge.","758","removingFromTheCartUpdatesTheBadge","SauceDemo regression","2026-09-26","passed","2026-09-26","com.ore.saucedemo.tests.CartTests","UI regression","com.ore.saucedemo.tests.CartTests","removingFromTheCartUpdatesTheBadge"
